1	в	в	ADP	_	_	_	_	_	@pvv1934m-words#@pvv1934m#19.99#20.552
191	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pvv1934m-words#@pvv1934m#228.645#229.144
192	что	что	PRON	_	Case=Nom	_	_	_	@pvv1934m-words#@pvv1934m#229.144#229.647
193	нет	нет	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#230.46#230.679
194	нет	нет	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#230.679#230.898
195	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#230.898#231.117
196	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@pvv1934m-words#@pvv1934m#231.117#231.336
197	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pvv1934m-words#@pvv1934m#231.336#231.555
198	что	что	PRON	_	Case=Nom	_	_	_	@pvv1934m-words#@pvv1934m#231.555#231.774
199	есть	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pvv1934m-words#@pvv1934m#231.774#231.993
200	смерть	смерть	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#231.993#232.212
201	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#232.212#232.431
202	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@pvv1934m-words#@pvv1934m#232.431#232.65
203	ж	же	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#232.65#232.869
204	все-таки	все-таки	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#232.869#233.088
205	биолог	биолог	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#233.088#233.307
206	еще	еще	ADV	_	Degree=Pos	_	_	_	@pvv1934m-words#@pvv1934m#233.307#233.526
207	#смеется#	#смеется#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#233.526#233.745
208	к	к	ADP	_	_	_	_	_	@pvv1934m-words#@pvv1934m#233.745#233.964
209	тому	то	PRON	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#233.964#234.183
210	же	же	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#234.183#234.402
211	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#235.059#235.278
212	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@pvv1934m-words#@pvv1934m#235.278#235.497
213	ее	она	PRON	_	Case=Gen|Gender=Fem|Number=Sing|Person=3	_	_	_	@pvv1934m-words#@pvv1934m#235.497#235.716
214	не	не	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#235.716#235.935
215	боюсь	бояться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@pvv1934m-words#@pvv1934m#235.935#236.154
216	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#236.154#236.373
217	но	но	CCONJ	_	_	_	_	_	@pvv1934m-words#@pvv1934m#236.373#236.592
218	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@pvv1934m-words#@pvv1934m#236.592#236.811
219	понимаю	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pvv1934m-words#@pvv1934m#236.811#237.03
220	что	что	SCONJ	_	_	_	_	_	@pvv1934m-words#@pvv1934m#237.03#237.249
221	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#237.249#237.468
222	конец	конец	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#237.468#237.687
223	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#237.687#237.906
224	для	для	ADP	_	_	_	_	_	@pvv1934m-words#@pvv1934m#237.906#238.125
225	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@pvv1934m-words#@pvv1934m#238.125#238.344
226	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#238.344#238.582
227	да	да	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#240.22#240.431
228	у	у	ADP	_	_	_	_	_	@pvv1934m-words#@pvv1934m#240.431#240.642
229	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@pvv1934m-words#@pvv1934m#240.642#240.853
230	нет	нет	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#240.853#241.064
231	никакой	никакой	DET	_	Case=Gen|Gender=Fem|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#241.064#241.275
232	души	душа	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#241.275#241.486
233	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#241.486#241.697
234	ни	ни	CCONJ	_	_	_	_	_	@pvv1934m-words#@pvv1934m#241.697#241.908
235	у	у	ADP	_	_	_	_	_	@pvv1934m-words#@pvv1934m#241.908#242.119
236	кого	кто	PRON	_	Case=Gen	_	_	_	@pvv1934m-words#@pvv1934m#242.119#242.33
237	нет	нет	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#242.33#242.55
238	на	на	ADP	_	_	_	_	_	@pvv1934m-words#@pvv1934m#243.624#243.86
239	мой	мой	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#243.86#244.096
240	взгляд	взгляд	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#244.096#244.332
241	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#244.332#244.568
242	но	но	CCONJ	_	_	_	_	_	@pvv1934m-words#@pvv1934m#244.568#244.804
243	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#244.804#245.04
244	не	не	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#245.04#245.276
245	важно	важный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@pvv1934m-words#@pvv1934m#245.276#245.512
246	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#245.512#245.748
247	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@pvv1934m-words#@pvv1934m#245.748#245.984
248	не	не	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#245.984#246.22
249	хочу	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pvv1934m-words#@pvv1934m#246.22#246.456
250	ничего	ничто	PRON	_	Case=Gen	_	_	_	@pvv1934m-words#@pvv1934m#246.456#246.692
251	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#246.692#246.928
252	не	не	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#246.928#247.164
253	хочу	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pvv1934m-words#@pvv1934m#247.164#247.4
254	навязывать	навязать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@pvv1934m-words#@pvv1934m#247.4#247.636
255	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#247.636#247.882
256	ну	ну	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#249.7#250.036
257	вот	вот	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#250.036#250.372
258	оч	оч	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#250.372#250.708
259	хорошо	хорошо	ADV	_	Degree=Pos	_	_	_	@pvv1934m-words#@pvv1934m#250.708#251.047
260	ну	ну	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#251.21#251.517
261	на	на	ADP	_	_	_	_	_	@pvv1934m-words#@pvv1934m#251.517#251.824
262	самом	самый	ADJ	_	Case=Loc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#251.824#252.131
263	деле	дело	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#252.131#252.438
264	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#252.438#252.745
265	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#252.745#253.052
266	вот	вот	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#253.052#253.359
267	была	быть	AUX	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@pvv1934m-words#@pvv1934m#253.359#253.666
268	просто	просто	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#253.666#253.973
269	красивая	красивый	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#253.973#254.28
270	фраза	фраза	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#254.28#254.587
271	что	что	PRON	_	Case=Acc	_	_	_	@pvv1934m-words#@pvv1934m#254.587#254.894
272	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@pvv1934m-words#@pvv1934m#254.894#255.201
273	боитесь	бояться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@pvv1934m-words#@pvv1934m#255.201#255.508
274	бессмертия	бессмертие	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#255.508#255.815
275	?	?	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#255.815#256.122
276	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#256.122#256.436
277	красивая	красивый	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#259.697#260.101
278	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@pvv1934m-words#@pvv1934m#260.101#260.505
279	смерть	смерть	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#267.81#268.161
280	это	этот	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#268.161#268.512
281	ну	ну	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#268.512#268.863
282	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#268.863#269.214
283	куда	куда	ADV	_	Degree=Pos	_	_	_	@pvv1934m-words#@pvv1934m#269.214#269.565
284	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@pvv1934m-words#@pvv1934m#269.565#269.916
285	все	весь	DET	_	Case=Nom|Number=Plur	_	_	_	@pvv1934m-words#@pvv1934m#269.916#270.267
286	идем	идти	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pvv1934m-words#@pvv1934m#270.267#270.618
287	и	и	CCONJ	_	_	_	_	_	@pvv1934m-words#@pvv1934m#270.618#270.969
288	чем	что	PRON	_	Case=Ins	_	_	_	@pvv1934m-words#@pvv1934m#270.969#271.32
289	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#271.32#271.671
290	кончается	кончаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@pvv1934m-words#@pvv1934m#271.671#272.022
291	по	по	ADP	_	_	_	_	_	@pvv1934m-words#@pvv1934m#272.022#272.373
292	крайней	крайний	ADJ	_	Case=Dat|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#272.373#272.724
293	мере	мера	NOUN	_	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#272.724#273.075
294	на	на	ADP	_	_	_	_	_	@pvv1934m-words#@pvv1934m#273.075#273.426
295	земле	земля	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#273.426#273.777
296	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#273.777#274.128
297	насколько	насколько	SCONJ	_	_	_	_	_	@pvv1934m-words#@pvv1934m#274.128#274.479
298	нам	мы	PRON	_	Case=Dat|Number=Plur|Person=1	_	_	_	@pvv1934m-words#@pvv1934m#274.479#274.83
299	известно	известный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@pvv1934m-words#@pvv1934m#274.83#275.181
300	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#275.181#275.541
301	да	да	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#280.66#280.842
302	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#280.842#281.024
303	если	если	SCONJ	_	_	_	_	_	@pvv1934m-words#@pvv1934m#281.024#281.206
304	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pvv1934m-words#@pvv1934m#281.206#281.388
305	переход	перехода	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#281.388#281.57
306	то	то	SCONJ	_	_	_	_	_	@pvv1934m-words#@pvv1934m#281.57#281.752
307	да	да	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#281.752#281.934
308	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#281.934#282.116
309	а	а	CCONJ	_	_	_	_	_	@pvv1934m-words#@pvv1934m#282.116#282.298
310	если	если	SCONJ	_	_	_	_	_	@pvv1934m-words#@pvv1934m#282.298#282.48
311	нет	нет	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#282.48#282.662
312	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#282.662#282.844
313	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#282.844#283.026
314	равно	равный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@pvv1934m-words#@pvv1934m#283.026#283.208
315	так	так	ADV	_	Degree=Pos	_	_	_	@pvv1934m-words#@pvv1934m#283.208#283.39
316	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#283.39#283.572
317	ну	н	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#283.572#283.754
318	и	и	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#283.754#283.936
319	смотрите	смотреть	VERB	_	Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@pvv1934m-words#@pvv1934m#283.936#284.118
320	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#284.118#284.318
321	до	до	ADP	_	_	_	_	_	@pvv1934m-words#@pvv1934m#284.87#285.217
322	этого	это	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#285.217#285.564
323	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#285.564#285.911
324	ну	ну	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#285.911#286.258
325	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#286.258#286.605
326	почти	почти	ADV	_	Degree=Pos	_	_	_	@pvv1934m-words#@pvv1934m#286.605#286.952
327	у	у	ADP	_	_	_	_	_	@pvv1934m-words#@pvv1934m#286.952#287.299
328	всех	все	PRON	_	Animacy=Anim|Case=Gen|Number=Plur	_	_	_	@pvv1934m-words#@pvv1934m#287.299#287.646
329	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#287.646#287.993
330	не	не	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#287.993#288.34
331	у	у	ADP	_	_	_	_	_	@pvv1934m-words#@pvv1934m#288.34#288.687
332	всех	все	PRON	_	Animacy=Anim|Case=Gen|Number=Plur	_	_	_	@pvv1934m-words#@pvv1934m#288.687#289.034
333	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#289.034#289.381
334	но	но	CCONJ	_	_	_	_	_	@pvv1934m-words#@pvv1934m#289.381#289.728
335	почти	почти	ADV	_	Degree=Pos	_	_	_	@pvv1934m-words#@pvv1934m#289.728#290.075
336	у	у	ADP	_	_	_	_	_	@pvv1934m-words#@pvv1934m#290.075#290.422
337	всех	все	PRON	_	Animacy=Anim|Case=Gen|Number=Plur	_	_	_	@pvv1934m-words#@pvv1934m#290.422#290.769
338	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#290.769#291.116
339	аа	а	INTJR	_	_	_	_	_	@pvv1934m-words#@pvv1934m#291.116#291.463
340	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#291.463#291.81
341	наступает	наступать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pvv1934m-words#@pvv1934m#291.81#292.157
342	старость	старость	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#292.157#292.504
343	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#292.504#292.859
344	некоторые	некоторый	DET	_	Case=Nom|Number=Plur	_	_	_	@pvv1934m-words#@pvv1934m#292.91#293.22
345	умирают	умирать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pvv1934m-words#@pvv1934m#293.22#293.53
346	молодыми	молодой	ADJ	_	Case=Ins|Degree=Pos|Number=Plur	_	_	_	@pvv1934m-words#@pvv1934m#293.53#293.84
347	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#293.84#294.15
348	но	но	CCONJ	_	_	_	_	_	@pvv1934m-words#@pvv1934m#294.15#294.46
349	все-таки	все-таки	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#294.46#294.77
350	чаще	часто	ADV	_	Degree=Cmp	_	_	_	@pvv1934m-words#@pvv1934m#294.77#295.08
351	старость	старость	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#295.08#295.39
352	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#295.39#295.7
353	/	/	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#295.7#296.01
354	вот	вот	PART	_	_	_	_	_	@pvv1934m-words#@pvv1934m#296.01#296.32
355	как	как	ADV	_	Degree=Pos	_	_	_	@pvv1934m-words#@pvv1934m#296.32#296.63
356	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@pvv1934m-words#@pvv1934m#296.63#296.94
357	к	к	ADP	_	_	_	_	_	@pvv1934m-words#@pvv1934m#296.94#297.25
358	старости	старость	NOUN	_	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@pvv1934m-words#@pvv1934m#297.25#297.56
359	относитесь	относиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@pvv1934m-words#@pvv1934m#297.56#297.87
360	?	?	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#297.87#298.18
361	плохо	плохой	ADV	_	Degree=Pos	_	_	_	@pvv1934m-words#@pvv1934m#302.67#302.92
362	?	?	PUNCT	_	_	_	_	_	@pvv1934m-words#@pvv1934m#302.92#303.17
363	/	/	PUNCT	_	_	_	_	_	@rml1967f-words#@rml1967f#30.14#30.41
364	если	если	SCONJ	_	_	_	_	_	@rml1967f-words#@rml1967f#59.556#59.889
365	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@rml1967f-words#@rml1967f#59.889#60.222
366	себя	себя	PRON	_	Case=Acc	_	_	_	@rml1967f-words#@rml1967f#60.222#60.555
367	за	за	ADP	_	_	_	_	_	@rml1967f-words#@rml1967f#60.555#60.888
368	что-то	что-то	PRON	_	Case=Acc	_	_	_	@rml1967f-words#@rml1967f#60.888#61.221
369	и	и	PART	_	_	_	_	_	@rml1967f-words#@rml1967f#61.221#61.554
370	осуждаю	осуждать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@rml1967f-words#@rml1967f#61.554#61.887
371	то	то	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@rml1967f-words#@rml1967f#61.887#62.22
372	конечно	конечно	ADV	_	Degree=Pos	_	_	_	@rml1967f-words#@rml1967f#62.22#62.553
373	за	за	ADP	_	_	_	_	_	@rml1967f-words#@rml1967f#62.553#62.886
374	эти	этот	DET	_	Case=Acc|Number=Plur	_	_	_	@rml1967f-words#@rml1967f#62.886#63.229
375	интервью	интервью	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@rml1967f-words#@rml1967f#63.249#64.544
376	но	но	CCONJ	_	_	_	_	_	@rml1967f-words#@rml1967f#64.57#64.844
377	к	к	ADP	_	_	_	_	_	@rml1967f-words#@rml1967f#64.844#65.118
378	вам-то	вай-то	DET	_	Case=Loc|Gender=Masc|Number=Sing	_	_	_	@rml1967f-words#@rml1967f#65.118#65.392
379	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@rml1967f-words#@rml1967f#65.392#65.666
380	же	же	PART	_	_	_	_	_	@rml1967f-words#@rml1967f#65.666#65.94
381	нет	нет	PART	_	_	_	_	_	@rml1967f-words#@rml1967f#69.226#69.459
382	ну	ну	PART	_	_	_	_	_	@rml1967f-words#@rml1967f#69.459#69.692
383	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@rml1967f-words#@rml1967f#69.692#69.925
384	всегда	всегда	ADV	_	Degree=Pos	_	_	_	@rml1967f-words#@rml1967f#69.925#70.158
385	какая-то	какой-то	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@rml1967f-words#@rml1967f#70.158#70.391
386	мотивация	мотивация	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@rml1967f-words#@rml1967f#70.391#70.624
387	/	/	PUNCT	_	_	_	_	_	@rml1967f-words#@rml1967f#70.624#70.857
388	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@rml1967f-words#@rml1967f#70.857#71.09
